address,source,name,creation_date
DAKAR 64 RUE ASSANE NDOYE,http://creationdentreprise.sn/alex-co-suarl,ALEX & CO SUARL,30/05/2012
CITE MAMELLES N°26 / 14,http://creationdentreprise.sn/sud-services-consulting-sarl,SUD SERVICES CONSULTING SARL,23/05/2012
DAKAR FANN MERMOZ N°03,http://creationdentreprise.sn/food-factory-sarl,FOOD FACTORY SARL,23/05/2012
DAKAR ROUTE DU SERVICE...,http://creationdentreprise.sn/navarro-negoce-suarl,NAVARRO NEGOCE SUARL,21/05/2012
DAKAR PARCELLES ASSAINIES...,http://creationdentreprise.sn/montoit-sa,MONTOIT SA,24/05/2012
15 BOULEVARD DJILY MBAYE /...,http://creationdentreprise.sn/societe-civile-particuliere-danissa-scp-danissa,SOCIETE CIVILE PARTICULIERE DANISSA - SCP DANISSA,22/05/2012
DAKAR POINT E CITE BIAO N°15,http://creationdentreprise.sn/senegal-consulting-groupe-sarl,SENEGAL CONSULTING GROUPE SARL,23/05/2012
DAKAR HANN MARISTE 1 N°J/60,http://creationdentreprise.sn/famod-thiago-senegal-suarl-fts-suarl,FAMOD THIAGO SENEGAL SUARL - F.T.S. SUARL,25/05/2012
DAKAR 93 IMMEUBLE KEBE,http://creationdentreprise.sn/mouridoulahi-management-sarl,MOURIDOULAHI MANAGEMENT SARL,22/05/2012
KM 16 ROUTE D ERUFISQUE...,http://creationdentreprise.sn/terral-riziere-sarl,TERRAL RIZIERE SARL,24/05/2012
DAKAR CITE MOURTADA OUEST...,http://creationdentreprise.sn/ida-sarl,IDA SARL,29/05/2012
DAKAR POINT E N°13 ALLEES...,http://creationdentreprise.sn/fishaton-sarl,FISHATON SARL,29/05/2012
DAKAR POINT E N°13 ALLEES...,http://creationdentreprise.sn/mbarodi-sarl,MBARODI SARL,23/05/2012
YOFF VIRAGE PARCELLE N°4,http://creationdentreprise.sn/t-mas-chrono-sarl,T-MAS CHRONO SARL,24/05/2012
HANN MARISTES N°E/95,http://creationdentreprise.sn/senport-constructions-sarl,SENPORT CONSTRUCTIONS SARL,24/05/2012
DAKAR 13 AVENUE BOURGUIBA /...,http://creationdentreprise.sn/global-equipement-et-services-senegal-sarl-ges-senegal-sarl,GLOBAL EQUIPEMENT ET SERVICES SENEGAL SARL - G.E.S. SENEGAL SARL,24/05/2012
CASTORS RUE 13 VILLA N°49...,http://creationdentreprise.sn/bureautique-informatique-services-suarl-bis-suarl,BUREAUTIQUE INFORMATIQUE SERVICES SUARL - B.I.S. SUARL,24/05/2012
23 NORD FOIRE AZUR DAKAR,http://creationdentreprise.sn/mmds-synergies-sarl,MMDS SYNERGIES SARL,25/05/2012
DAKAR AVENUE BIRAGO DIOP...,http://creationdentreprise.sn/compagnie-financiere-africaine-senegal-sa-cofina-senegal-sa,COMPAGNIE FINANCIERE AFRICAINE SENEGAL SA - COFINA SENEGAL SA,23/05/2012
DAKAR BANLIEUE THIAROYE GARE...,http://creationdentreprise.sn/societe-internationale-de-commerce-et-de-transport-sarl-sitracom-sarl,SOCIETE INTERNATIONALE DE COMMERCE ET DE TRANSPORT SARL - SITRACOM SARL,24/05/2012
"KM 13,5 ROUTE DE RUFISQUE...",http://creationdentreprise.sn/international-agro-products-trading-services-sa,INTERNATIONAL AGRO-PRODUCTS TRADING & SERVICES SA,24/05/2012
DAKAR BANLIEUE THIAROYE GARE...,http://creationdentreprise.sn/societe-international-multitrading-limites-sarl-sim-ltd-sarl,SOCIETE INTERNATIONAL MULTITRADING LIMITES SARL - S.I.M. LTD SARL,19/04/2012
DAKAR PARCELLES ASSAINIES...,http://creationdentreprise.sn/scorpius-afrique-sarl,SCORPIUS AFRIQUE SARL,30/05/2012
DAKAR GUEULE TAPEE RUE 6 x 33,http://creationdentreprise.sn/oceanic-sarl,OCEANIC SARL,23/05/2012
DAKAR OUEST FOIRE N°33 / 50438,http://creationdentreprise.sn/assaneli-transport-et-commerce-international-sarl-baticom-sarl,ASSANELI TRANSPORT ET COMMERCE INTERNATIONAL SARL - BATICOM SARL,23/05/2012
DAKAR PATTE D'OIE NORD N...,http://creationdentreprise.sn/vns-sarl,VNS SARL,23/05/2012
DAKAR CITE SAGEF VILLA N°48...,http://creationdentreprise.sn/ak-group-sarl,AK GROUP SARL,21/05/2012
DAKAR SOTRAC MERMOZ VILLA N°...,http://creationdentreprise.sn/cabinet-detudes-et-de-conseils-en-reforme-institutionnelle-et-de-developpement-suarl-cecorid-suarl,CABINET D'ETUDES ET DE CONSEILS EN REFORME INSTITUTIONNELLE ET DE DEVELOPPEMENT SUARL - CECORID SUARL,24/05/2012
DAKAR LIBERTE 6 IMMEUBLE E...,http://creationdentreprise.sn/global-medline-sarl,GLOBAL MEDLINE SARL,22/05/2012
DAKAR ROUTE DU SERVICE...,http://creationdentreprise.sn/didi-sakheli-khayat-sarl-disak-sarl,DIDI-SAKHELI-KHAYAT SARL - DISAK SARL,22/05/2012
26-28 BOULEVARD ROOSVELT,http://creationdentreprise.sn/societe-civile-particuliere-manta,SOCIETE CIVILE PARTICULIERE MANTA,23/05/2012
YOFF ROUTE DE L'AEROPORT...,http://creationdentreprise.sn/cds-senegal-sarl,C.D.S SENEGAL SARL,22/05/2012
DAKAR 14 B ROUTE DES ALMADIES,http://creationdentreprise.sn/krn-group-sarl,KRN GROUP SARL,22/05/2012
HLM PATTE D'OIE VILLA N°...,http://creationdentreprise.sn/diapora-sarl,DIAPORA SARL,27/05/2012
KM 10 ROUTE DE RUFISQUE CP...,http://creationdentreprise.sn/cmcp-telecom-suarl,C.M.C.P. TELECOM SUARL,22/05/2012
DAKAR PARCELLES ASSAINIES...,http://creationdentreprise.sn/senegal-signalisations-sa,SENEGAL SIGNALISATIONS SA,22/05/2012
2 RUE MOUSSE DIOP x VICTOR...,http://creationdentreprise.sn/tradlink-businesssn-sarl-tradcosn-sarl,TRADLINK BUSINESS.SN SARL - TRADCO;SN SARL,22/05/2012
YOFF LAYENE ROUTE SEYDINA...,http://creationdentreprise.sn/express-immobilier-sarl,EXPRESS IMMOBILIER SARL,22/05/2012
DAKAR PLAGE DE NGOR / 1146,http://creationdentreprise.sn/black-and-white-beach-sarl,BLACK AND WHITE BEACH SARL,22/05/2012
VILLA N°10 OUAKAM QUARTIER...,http://creationdentreprise.sn/kk-mining-sarl-0,K.K. MINING SARL,15/05/2012
DAKAR 15 CITE SAGEF OUEST...,http://creationdentreprise.sn/bayou-global-consulting-sarl-0,BAYOU GLOBAL CONSULTING SARL,16/05/2012
DAKAR 25 CITE DES JEUNES...,http://creationdentreprise.sn/horizon-industries-sa-0,HORIZON INDUSTRIES SA,15/05/2012
NGOR ALMADIES RUE NG VILLA N°...,http://creationdentreprise.sn/rh-solutions-consulting-suarl,R.H. SOLUTIONS & CONSULTING SUARL,15/05/2012
PIKINE QUARTIER TALLY BOU...,http://creationdentreprise.sn/amy-suarl-pharmacie-darou-salam-gounass-0,AMY SUARL - PHARMACIE DAROU SALAM GOUNASS,14/05/2012
DIEUPPEUL 3 RUE 13 VILLA 2900...,http://creationdentreprise.sn/mega-electric-service-international-sarl-mes-international-sarl-0,MEGA ELECTRIC SERVICE INTERNATIONAL SARL - M.E.S. INTERNATIONAL SARL,15/05/2012
14/A1 CITE MIXTA DAKAR,http://creationdentreprise.sn/safe-environment-treatment-senegal-suarl-setsen-suarl-0,SAFE ENVIRONMENT TREATMENT SENEGAL SUARL - SETSEN SUARL,21/05/2012
LOT N°24 ROUTE DE LIBERTE 6...,http://creationdentreprise.sn/agence-africaine-de-cooperation-et-dinformation-pour-le-commerce-international-pour-le-commerce-0,AGENCE AFRICAINE DE COOPERATION ET D'INFORMATION POUR LE COMMERCE INTERNATIONAL POUR LE COMMERCE INTERNATIONAL SARL - AACICI SARL,14/05/2012
RUFISQUE DANGOU PRES DE LA...,http://creationdentreprise.sn/g-services-sarl-0,G-SERVICES SARL,18/05/2012
DAKAR 34 RUE SAINT MICHEL...,http://creationdentreprise.sn/cool-executive-senegal-sarl-0,COOL EXECUTIVE SENEGAL SARL,16/05/2012
DAKAR RUE JULES FERRY VILLA...,http://creationdentreprise.sn/t-d-international-trading-sarl-0,T & D INTERNATIONAL TRADING SARL,18/05/2012
DAKAR 3 ALLEES ROBERT DELMAS,http://creationdentreprise.sn/tiema-transit-sarl-0,TIEMA TRANSIT SARL,16/05/2012
DAKAR MAKA GRAND YOFF N°29,http://creationdentreprise.sn/senegal-business-vision-suarl-0,SENEGAL BUSINESS VISION SUARL,18/05/2012
DAKAR 33 LIBERTE 6 EXTENSION,http://creationdentreprise.sn/international-staffing-company-services-sarl-isc-services-sarl-1,INTERNATIONAL STAFFING COMPANY SERVICES SARL - ISC SERVICES SARL,18/05/2012
LIBERTE 6 EXTENSION VILLA N°...,http://creationdentreprise.sn/societe-industrielle-et-agricole-du-senegal-sarl-sias-sarl-0,SOCIETE INDUSTRIELLE ET AGRICOLE DU SENEGAL SARL - SIAS SARL,15/05/2012
YOFF EN FACE HOPITAL PHILIPPE...,http://creationdentreprise.sn/manufacture-de-marbres-granits-sarl-0,MANUFACTURE DE MARBRES & GRANITS SARL,16/05/2012
PATTE D'OIE IMMEUBLE...,http://creationdentreprise.sn/sb-services-sarl-0,SB-SERVICES SARL,21/05/2012
7 RUE AIME CESAIRE FANN...,http://creationdentreprise.sn/pharmalys-senegal-sarl-0,PHARMALYS SENEGAL SARL,14/05/2012
HLM MARISTES N°284 DAKAR,http://creationdentreprise.sn/compagnie-generale-dinvestissement-suarl-0,COMPAGNIE GENERALE D'INVESTISSEMENT SUARL,16/05/2012
154 AVENUE LAMINE GUEYE DAKAR,http://creationdentreprise.sn/planet-kebab-sarl-0,PLANET KEBAB SARL,16/05/2012
DAKAR 66 AVENUE MALICK SY,http://creationdentreprise.sn/global-africa-services-sarl-gas-sarl-0,GLOBAL AFRICA SERVICES SARL - GAS SARL,16/05/2012
DAKAR SACRE COEUR 3...,http://creationdentreprise.sn/societe-internationale-de-produits-alimentaires-sarl-sipa-sarl,SOCIETE INTERNATIONALE DE PRODUITS ALIMENTAIRES SARL - SIPA SARL,14/05/2012
DAKAR SCAT URBAM VILLA N°127,http://creationdentreprise.sn/laawol-bamtaare-sarl,LAAWOL BAMTAARE SARL,16/05/2012
SCAT URBAM SUD FOIRE N°T 21,http://creationdentreprise.sn/entreprise-pour-la-promotion-immobiliere-africa-surl-epi-africa-surl,ENTREPRISE POUR LA PROMOTION IMMOBILIERE-AFRICA SURL - EPI-AFRICA SURL,18/05/2012
15 BOULEVARD DJILY MBAYE /...,http://creationdentreprise.sn/societe-civile-particuliere-dacaru,SOCIETE CIVILE PARTICULIERE DACARU,13/05/2012
RUFISQUE QUARTIER DAROU...,http://creationdentreprise.sn/boulangerie-oumou-khairy-boulangerie-bok-suarl-0,BOULANGERIE OUMOU KHAIRY - BOULANGERIE BOK SUARL,16/05/2012
DAKAR YOFF APECSY 2 VILLA N°...,http://creationdentreprise.sn/conti-motors-suarl-0,CONTI MOTORS SUARL,21/05/2012
DAKAR HANN MARISTES CITE...,http://creationdentreprise.sn/societe-senegalaise-de-services-dindustries-et-de-gestion-immobiliere-sarl-3s-igi-sarl-0,SOCIETE SENEGALAISE DE SERVICES D'INDUSTRIES ET DE GESTION IMMOBILIERE SARL - 3S IGI SARL,10/05/2012
DAKAR POINT E RUE ECRIVAINS...,http://creationdentreprise.sn/sak-services-sarl-saks-sarl-0,SAK SERVICES SARL - SAKS SARL,21/05/2012
DAKAR HLM SOUMBEDIOUNE...,http://creationdentreprise.sn/sombi-events-sarl-0,SOMBI EVENTS SARL,10/05/2012
DAKAR SICAP DIEUPPEUL 4 N°...,http://creationdentreprise.sn/sen-gal-import-export-sarl,SEN & GAL IMPORT-EXPORT SARL,16/05/2012
DAKAR OUEST FOIRE CITE...,http://creationdentreprise.sn/amenagement-et-suivi-douvrages-sarl-aso-sarl,AMENAGEMENT ET SUIVI D'OUVRAGES SARL - ASO SARL,21/05/2012
CITE MAME RANE N°51 OUEST...,http://creationdentreprise.sn/rayner-ingenieros-africa-sarl-0,RAYNER INGENIEROS AFRICA SARL,16/05/2012
DAKAR SICAP FOIRE VILLA N°...,http://creationdentreprise.sn/african-strategies-lamtoro-sa-asl-sa,AFRICAN STRATEGIES LAMTORO SA - A.S.L. SA,15/05/2012
DAKAR PARCELLES ASSAINIES...,http://creationdentreprise.sn/line-africa-sa,LINE AFRICA SA,18/05/2012
DAKAR PETIT MBAO CITE...,http://creationdentreprise.sn/kgr-senegal-sarl-0,KGR SENEGAL SARL,10/05/2012
DAKAR SACRE COEUR 3 LOT 1 A1,http://creationdentreprise.sn/yafa-consulting-group-suarl-0,YAFA CONSULTING GROUP SUARL,18/05/2012
DAKAR 32 RUE JULES FERRY 3EME...,http://creationdentreprise.sn/almenar-services-sarl,ALMENAR SERVICES SARL,16/05/2012
DAKAR POINT E RUE 7 IMPASSE A,http://creationdentreprise.sn/experis-group-sarl-0,EXPERIS GROUP SARL,16/05/2012
LIBERTE 4 NORD EXTENSION RUE...,http://creationdentreprise.sn/global-view-holding-sa,GLOBAL VIEW HOLDING SA,15/05/2012
GUEDIAWAYE GUEULE TAPEE 2...,http://creationdentreprise.sn/societe-de-telecommunications-et-dinfrastructures-sarl-soteli-sarl,SOCIETE DE TELECOMMUNICATIONS ET D'INFRASTRUCTURES SARL - SOTELI SARL,15/05/2012
HANN MARISTE 2 LOT Y/107...,http://creationdentreprise.sn/rambaxy-laboratories-ltd,RAMBAXY LABORATORIES LTD,03/05/2012
DAKAR OUEST FOIRE VILLA N°22,http://creationdentreprise.sn/bepco-senegal-et-associes-sarl,BEPCO SENEGAL ET ASSOCIES SARL,27/04/2012
RUE MALENFANT x BOULEVARD...,http://creationdentreprise.sn/star-trading-company-sarl,STAR TRADING COMPANY SARL,30/04/2012
RUFISQUE QUARTIER DIAMAGUENE...,http://creationdentreprise.sn/energy-senegal-institut-de-developpement-pour-les-relations-avec-lafrique-sarl-senergy-idra-sarl,ENERGY SENEGAL INSTITUT DE DEVELOPPEMENT POUR LES RELATIONS AVEC L'AFRIQUE SARL - SENERGY I.D.R.A. SARL,03/05/2012
VILLA 8117 LIBERTE 6 DAKAR,http://creationdentreprise.sn/coppo-1896-senegal-suarl,COPPO 1896 SENEGAL SUARL,07/05/2012
RESIDENCE MAMELLES LOT N°06...,http://creationdentreprise.sn/tivaouane-immobilier-suarl,TIVAOUANE IMMOBILIER SUARL,03/05/2012
DAKAR VDN x LIBERTE 6...,http://creationdentreprise.sn/societe-civile-immobiliere-cissimmo,SOCIETE CIVILE IMMOBILIERE CISSIMMO,07/05/2012
CAMBERENE QUARTIER PEULGA EN...,http://creationdentreprise.sn/international-dakar-business-sarl-idb-sarl,INTERNATIONAL DAKAR BUSINESS SARL - IDB SARL,07/05/2012
DAKAR HANN MARISTE 2 VILLA N°...,http://creationdentreprise.sn/societe-civile-immobiliere-ballel-sci-ballel,SOCIETE CIVILE IMMOBILIERE BALLEL - SCI BALLEL,25/04/2012
PARCELLES ASSAINIES VILLA N°...,http://creationdentreprise.sn/mbacol-transport-suarl-mbtrans-suarl,MBACOL TRANSPORT SUARL - MB.TRANS. SUARL,02/05/2012
CITE DJILY MBAYE VILLA N°99...,http://creationdentreprise.sn/telyse-immo-sarl-0,TELYSE IMMO SARL,30/04/2012
DAKAR POINT E RUE DES...,http://creationdentreprise.sn/sak-services-sarl-saks-sarl,SAK SERVICES SARL - SAKS SARL,21/05/2012
DAKAR HANN MARISTES CITE...,http://creationdentreprise.sn/societe-senegalaise-de-services-dindustries-et-de-gestion-immobiliere-sarl-3s-igi-sarl,SOCIETE SENEGALAISE DE SERVICES D'INDUSTRIES ET DE GESTION IMMOBILIERE SARL - 3S IGI SARL,10/05/2012
DAKAR YOFF APECSY 2 VILLA N°...,http://creationdentreprise.sn/conti-motors-suarl,CONTI MOTORS SUARL,21/05/2012
DAKAR POINT E RUE 7 IMPASSE A,http://creationdentreprise.sn/experis-group-sarl,EXPERIS GROUP SARL,16/05/2012
DAKAR SACRE COEUR 3 LOT 1 A1,http://creationdentreprise.sn/yafa-consulting-group-suarl,YAFA CONSULTING GROUP SUARL,18/05/2012
DAKAR PETIT MBAO CITE...,http://creationdentreprise.sn/kgr-senegal-sarl,KGR SENEGAL SARL,10/05/2012
DAKAR HLM SOUMBEDIOUNE...,http://creationdentreprise.sn/sombi-events-sarl,SOMBI EVENTS SARL,10/05/2012
DAKAR SICAP FOIRE VILLA N°...,http://creationdentreprise.sn/african-strategies-lamtoro-sa,AFRICAN STRATEGIES LAMTORO SA,15/05/2012
CITE MAME RANE N°51 OUEST...,http://creationdentreprise.sn/rayner-ingenieros-africa-sarl,RAYNER INGENIEROS AFRICA SARL,16/05/2012
RUFISQUE QUARTIER DAROU...,http://creationdentreprise.sn/boulangerie-oumou-khairy-boulangerie-bok-suarl,BOULANGERIE OUMOU KHAIRY - BOULANGERIE BOK SUARL,16/05/2012
DAKAR 66 AVENUE MALICK SY,http://creationdentreprise.sn/global-africa-services-sarl-gas-sarl,GLOBAL AFRICA SERVICES SARL - GAS SARL,16/05/2012
154 AVENUE LAMINE GUEYE DAKAR,http://creationdentreprise.sn/planet-kebab-sarl,PLANET KEBAB SARL,16/05/2012
HLM MARISTES N°284 DAKAR,http://creationdentreprise.sn/compagnie-generale-dinvestissement-suarl,COMPAGNIE GENERALE D'INVESTISSEMENT SUARL,16/05/2012
7 RUE AIME CESAIRE FANN...,http://creationdentreprise.sn/pharmalys-senegal-sarl,PHARMALYS SENEGAL SARL,14/05/2012
DIEUPPEUL 3 RUE 13 VILLA 2900...,http://creationdentreprise.sn/mega-electric-service-international-sarl-mes-international-sarl,MEGA ELECTRIC SERVICE INTERNATIONAL SARL - M.E.S. INTERNATIONAL SARL,15/05/2012
PIKINE QUARTIER TALLY BOU...,http://creationdentreprise.sn/amy-suarl-pharmacie-darou-salam-gounass,AMY SUARL - PHARMACIE DAROU SALAM GOUNASS,14/05/2012
NGOR ALMADIES RUE NG VILLA N°...,http://creationdentreprise.sn/rhsolutions-consulting-suarl,R.H.SOLUTIONS & CONSULTING SUARL,15/05/2012
DAKAR 25 CITE DES JEUNES...,http://creationdentreprise.sn/horizon-industries-sa,HORIZON INDUSTRIES SA,15/05/2012
DAKAR 15 CITE SAGEF OUEST...,http://creationdentreprise.sn/bayou-global-consulting-sarl,BAYOU GLOBAL CONSULTING SARL,16/05/2012
VILLA N°10 OUAKAM QUARTIER...,http://creationdentreprise.sn/kk-mining-sarl,K.K. MINING SARL,15/05/2012
LIBERTE 6 EXTENSION VILLA N°...,http://creationdentreprise.sn/societe-industrielle-et-agricole-du-senegal-sarl-sias-sarl,SOCIETE INDUSTRIELLE ET AGRICOLE DU SENEGAL SARL - SIAS SARL,15/05/2012
DAKAR 33 LIBERTE 6 EXTENSION,http://creationdentreprise.sn/international-staffing-company-services-sarl-isc-services-sarl-0,INTERNATIONAL STAFFING COMPANY SERVICES SARL - ISC SERVICES SARL,18/05/2012
DAKAR 33 LIBERTE 6 EXTENSION,http://creationdentreprise.sn/international-staffing-company-services-sarl-isc-services-sarl,INTERNATIONAL STAFFING COMPANY SERVICES SARL - ISC SERVICES SARL,18/05/2012
DAKAR MAKA GRAND YOFF N°29,http://creationdentreprise.sn/senegal-business-vision-suarl,SENEGAL BUSINESS VISION SUARL,18/05/2012
DAKAR 3 ALLEES ROBERT DELMAS,http://creationdentreprise.sn/tiema-transit-sarl,TIEMA TRANSIT SARL,16/05/2012
DAKAR RUE JULES FERRY VILLA...,http://creationdentreprise.sn/t-d-international-trading-sarl,T & D INTERNATIONAL TRADING SARL,18/05/2012
DAKAR 34 RUE SAINT MICHEL...,http://creationdentreprise.sn/cool-executive-senegal-sarl,COOL EXECUTIVE SENEGAL SARL,16/05/2012
RUFISQUE DANGOU PRES DE LA...,http://creationdentreprise.sn/g-services-sarl,G-SERVICES SARL,18/05/2012
LOT N°24 ROUTE DE LIBERTE 6...,http://creationdentreprise.sn/agence-africaine-de-cooperation-et-dinformation-pour-le-commerce-international-pour-le-commerce,AGENCE AFRICAINE DE COOPERATION ET D'INFORMATION POUR LE COMMERCE INTERNATIONAL POUR LE COMMERCE INTERNATIONAL SARL - AACICI SARL,14/05/2012
14/A1 CITE MIXTA DAKAR,http://creationdentreprise.sn/safe-environment-treatment-senegal-suarl-setsen-suarl,SAFE ENVIRONMENT TREATMENT SENEGAL SUARL - SETSEN SUARL,21/05/2012
PATTE D'OIE IMMEUBLE...,http://creationdentreprise.sn/sb-services-sarl,SB-SERVICES SARL,21/05/2012
YOFF EN FACE HOPITAL PHILIPPE...,http://creationdentreprise.sn/manufacture-de-marbres-granits-sarl,MANUFACTURE DE MARBRES & GRANITS SARL,16/05/2012
AVENUE CHEIKH ANTA DIOP x RUE...,http://creationdentreprise.sn/i-care-management-sarl,I CARE MANAGEMENT SARL,25/07/2012
30 RUE MOUSSE DIOP IMMEUBLE...,http://creationdentreprise.sn/patrimoine-gestion-sarl,PATRIMOINE GESTION SARL,24/07/2012
RUE VALMY x ESCARFAIT,http://creationdentreprise.sn/minergy-trading-sa,MINERGY TRADING SA,24/07/2012
POINT E AMITIE 3 N°4323,http://creationdentreprise.sn/clinique-jaboot-sarl,CLINIQUE JABOOT SARL,24/07/2012
SICAP LIBERTE 6 N°7494,http://creationdentreprise.sn/bantek-sa,BANTEK SA,24/07/2012
HLM ANGLE MOUSS N°2937 / 45673,http://creationdentreprise.sn/global-finance-group-sarl,GLOBAL FINANCE GROUP SARL,24/07/2012
PARCELLES ASSAINIES UNITE 22...,http://creationdentreprise.sn/biosur-africa-sarl,BIOSUR AFRICA SARL,24/07/2012
ROCADE FANN MOLE 6 ZONE NORD,http://creationdentreprise.sn/radiab-services-sarl,RADIAB SERVICES SARL,24/07/2012
DAKAR 18 RUE PARCHAPPE,http://creationdentreprise.sn/kalliste-jeux-et-diverstissements-saly-sarl,KALLISTE JEUX ET DIVERSTISSEMENTS SALY SARL,25/07/2012
DAKAR 13-15 RUE COLBERT,http://creationdentreprise.sn/prime-suarl,PRIME SUARL,24/07/2012
MEDINA RUE 11 x BLAISE DIAGNE,http://creationdentreprise.sn/tentazioni-sarl,TENTAZIONI SARL,24/07/2012
LOT 6 ROUTE DES ALMADIES,http://creationdentreprise.sn/multi-media-tv-sarl,MULTI MEDIA TV SARL,24/07/2012
CITE ALIE DIENE OUEST FOIRE N...,http://creationdentreprise.sn/marie-pierre-solutions-et-services-sarl-mp2s-sarl,MARIE PIERRE SOLUTIONS ET SERVICES SARL - MP2S SARL,17/07/2012
POINT E RUE BIRAGO DIOP N°13,http://creationdentreprise.sn/9t-sarl,9t sarl,24/07/2012
DAKAR 94 RUE FELIX FAURE,http://creationdentreprise.sn/3-h-immobilier-suarl,3 H IMMOBILIER SUARL,07/07/2012
DAKAR VDN x FRONT DE TERRE...,http://creationdentreprise.sn/express-business-solutions-suarl-ebs-suarl,EXPRESS BUSINESS SOLUTIONS SUARL - EBS SUARL,12/07/2012
ALMADIES ROUTE DU MERIDIEN...,http://creationdentreprise.sn/fk-senegal-sa,FK SENEGAL SA,23/07/2012
DAKAR ALMADIES ROUTE DU...,http://creationdentreprise.sn/aaeg-senegal-sarl,AAEG SENEGAL SARL,23/07/2012
DAKAR CITE EST 2 BARGNY,http://creationdentreprise.sn/societe-de-transportdinformation-et-de-commerce-suarl-stric-suarl,"SOCIETE DE TRANSPORT,D'INFORMATION ET DE COMMERCE SUARL - STRIC SUARL",17/07/2012
"DAKAR SODIDA , 124/A IMMEUBLE...",http://creationdentreprise.sn/construction-et-assistance-technique-suarl-cat-suarl,CONSTRUCTION ET ASSISTANCE TECHNIQUE SUARL - C.A.T. SUARL,16/07/2012
DAKAR LIBERTE 2 VILLA N°1530,http://creationdentreprise.sn/jordanie-kaishin-services-suarl-jks-suarl,JORDANIE KAîSHIN' SERVICES SUARL - JK'S SUARL,05/07/2012
SACRE COEUR 3 N°9569 DAKAR,http://creationdentreprise.sn/idco-ecotech-sarl,IDCO ECOTECH SARL,16/07/2012
VILLA N°73 SACRE COEUR 3...,http://creationdentreprise.sn/dkmotors-sa,DKMOTORS SA,16/07/2012
DAKAR 53 CITE COMICO LIBERTE...,http://creationdentreprise.sn/compagnie-senegalaise-dinvestissement-au-senegal-sa-cgi-senegal-sa,COMPAGNIE SENEGALAISE D'INVESTISSEMENT AU SENEGAL SA - CGI SENEGAL SA,16/07/2012
108 AVENUE LAMINE GUEYE DAKAR,http://creationdentreprise.sn/belel-suarl-belel-suarl,BELEL SUARL - BELEL SUARL,16/07/2012
DAKAR PIKINE TALLY BOU MAKK N...,http://creationdentreprise.sn/worl-business-sene-italie-sarl,WORL BUSINESS SENE-ITALIE SARL,16/07/2012
NGOR RUE NG 80,http://creationdentreprise.sn/batix-sarl-batix-sarl,BATIX SARL - BATIX SARL,16/07/2012
QUARTIER GUENDEL 2 RUFISQUE,http://creationdentreprise.sn/bici-neg-sarl-bici-neg-sarl,BICI-NEG SARL - BICI-NEG SARL,16/07/2012
"DAKAR 27, AVENUE GEORGES...",http://creationdentreprise.sn/euro-clinal-sciences-sarl,EURO CLINAL SCIENCES SARL,16/07/2012
72.K HLM FASS PAILLOTTE DAKAR,http://creationdentreprise.sn/tannef-sarl-tannef-sarl,TANNEF SARL - TANNEF SARL,16/07/2012
"15, BOULEVARD DJILY MBAYE /...",http://creationdentreprise.sn/societe-civile-particuliere-daperi-ccp-daperi,SOCIETE CIVILE PARTICULIERE DAPERI - C.C.P. DAPERI,13/07/2012
DAKAR 5 PLACE DE L'...,http://creationdentreprise.sn/support-dev-suarl,SUPPORT DEV SUARL,12/07/2012
COMPLEXE SICAP POINT E...,http://creationdentreprise.sn/agence-africaine-deducation-et-de-formation-suarl-2aef-suarl,AGENCE AFRICAINE D'EDUCATION ET DE FORMATION SUARL - 2A.E.F. SUARL,16/07/2012
DAKAR 21 RUE JACQUES...,http://creationdentreprise.sn/phyto-3-d-sarl,PHYTO 3 D SARL,12/07/2012
IMMEUBLE GARE DE FRET...,http://creationdentreprise.sn/societe-de-gestion-de-la-gare-de-fret-sa-sogefret-sa,SOCIETE DE GESTION DE LA GARE DE FRET SA - SOGEFRET SA,12/07/2012
HLM GRAND YOFF N°1139,http://creationdentreprise.sn/bilal-oil-sarl,BILAL OIL SARL,10/07/2012
DIAMNIADIO QUARTIER AITHIA DE...,http://creationdentreprise.sn/gie-seck-sergent,G.I.E. SECK SERGENT,16/07/2012
N°66 CITE SONATEL LIBERTE 6,http://creationdentreprise.sn/rayan-bottling-sarl,RAYAN BOTTLING SARL,04/06/2012
RUFISQUE BANLIEUE BEITEGNER...,http://creationdentreprise.sn/societe-dalimentsvolaille-et-de-betail-du-senegal-surl-savobs-surl,"SOCIETE D'ALIMENTS,VOLAILLE ET DE BETAIL DU SENEGAL SURL - SA.VO.B.S. SURL",04/06/2012
DAKAR OUEST FOIRE N°94,http://creationdentreprise.sn/armand-equipement-suarl,ARMAND EQUIPEMENT SUARL,04/06/2012
DAKAR BANLIEUE CITE SONES...,http://creationdentreprise.sn/groupe-atlantic-tradecenter-sarl,GROUPE ATLANTIC TRADECENTER SARL,31/05/2012
DAKAR BANLIEUE NGOR ALMADIES...,http://creationdentreprise.sn/societe-senegalaise-dassainissement-et-de-transport-sarl-soseat-sarl,SOCIETE SENEGALAISE D'ASSAINISSEMENT ET DE TRANSPORT SARL - SO.SE.A.T. SARL,31/05/2012
DAKAR OUEST FOIRE MAME RANE N...,http://creationdentreprise.sn/senegalaise-de-lelectricite-et-de-lhydraulique-sarl,SENEGALAISE DE L'ELECTRICITE ET DE L'HYDRAULIQUE SARL,31/05/2012
LIBERTE 6 EXTENSION IMMEUBLE...,http://creationdentreprise.sn/idee-decor-sarl,IDEE DECOR SARL,19/06/2012
