address,source,name,creation_date
SACRE COEUR VDN PYROTECHNIE...,http://creationdentreprise.sn/octogone-senegal-sau,OCTOGONE SENEGAL SAU,15/06/2015
BLOC 77 BLD GENERAL DE GAULLE...,http://creationdentreprise.sn/horizon-africa-group-suarl,HORIZON AFRICA GROUP SUARL,15/06/2015
SCAT URBAM GRAND YOFF N°33/D,http://creationdentreprise.sn/sane-agriculture-manufacture-dorigine-sarl-samo-sarl,SANE AGRICULTURE & MANUFACTURE D'ORIGINE SARL - SAMO SARL,15/06/2015
LAC ROSE QUARTIER WAYAMBANE,http://creationdentreprise.sn/secrets-du-lac-rose-sarl,SECRETS DU LAC ROSE SARL,04/06/2015
SODIDA IMMEUBLE LES DUNES...,http://creationdentreprise.sn/faal-holding-company-sarl,FAAL HOLDING COMPANY SARL,15/06/2015
CITE KEUR DAMEL N°60,http://creationdentreprise.sn/amc-sarl,A.M.C. SARL,29/06/2015
SACRE COEUR 3 PYROTECHNIE...,http://creationdentreprise.sn/la-financiere-de-lafrique-de-louest-sa-finao-sa,LA FINANCIERE DE L'AFRIQUE DE L'OUEST SA - FINAO SA,15/06/2015
IMMEUBLE DIEZ N°3466,http://creationdentreprise.sn/call-habitat-suarl,CALL HABITAT SUARL,15/06/2015
SICAP RUE 10 N°991,http://creationdentreprise.sn/entreprise-ndoucoumane-de-construction-et-dequipement-sarl-ence-sarl,ENTREPRISE NDOUCOUMANE DE CONSTRUCTION ET D'EQUIPEMENT SARL - ENCE SARL,11/06/2015
ISRA 2 BATIMENT 79 BEL AIR,http://creationdentreprise.sn/matrix-afrique-sa,MATRIX AFRIQUE SA,10/06/2015
RUE 12 x AVENUE BOURGUIBA...,http://creationdentreprise.sn/generale-de-traitement-et-de-revetement-de-surfaces-sarl-getras-sarl,GENERALE DE TRAITEMENT ET DE REVETEMENT DE SURFACES SARL - GETRAS SARL,10/06/2015
KEUR MASSAR PLAN JAXAAY 2...,http://creationdentreprise.sn/tilmakha-services-suarl-0,TILMAKHA SERVICES SUARL,04/06/2015
CITE CICES SUD FOIRE N°380,http://creationdentreprise.sn/anco-suarl,ANCO SUARL,11/06/2015
POINT E BLD DE L'EST...,http://creationdentreprise.sn/conseil-fiscal-juridique-et-services-suarl-cofijus-suarl,CONSEIL FISCAL JURIDIQUE ET SERVICES SUARL - COFIJUS SUARL,11/06/2015
LIBERTE 6 EXTENSION N°27,http://creationdentreprise.sn/luximmo-suarl,LUXIMMO SUARL,11/06/2015
96 RUE CARNOT,http://creationdentreprise.sn/max-bae-industry-suarl-mbi-suarl,MAX BAE INDUSTRY SUARL - M.B.I. SUARL,15/06/2015
CITE DJILY MBAYE N°459,http://creationdentreprise.sn/waib-west-africa-international-business-sarl,WAIB WEST AFRICA INTERNATIONAL BUSINESS SARL,11/06/2015
CENTRE COMMERCIAL LES 4C,http://creationdentreprise.sn/tarcar-sarl,TARCAR SARL,12/06/2015
OUEST FOIRE N°2,http://creationdentreprise.sn/societe-civile-immobiliere-alawa,SOCIETE CIVILE IMMOBILIERE ALAWA,15/06/2015
94 RUE FELIX FAURE,http://creationdentreprise.sn/societe-civile-immobiliere-little-rock-sci-little-rock-0,SOCIETE CIVILE IMMOBILIERE LITTLE ROCK - SCI LITTLE ROCK,12/06/2015
CITE ISRA BEL AIR N°141,http://creationdentreprise.sn/au-bon-virage-sarl,AU BON VIRAGE SARL,12/06/2015
SICAP AMITIE AVENUE BOURGUIBA...,http://creationdentreprise.sn/societe-africaine-de-sacherie-sarl-sas-sarl,SOCIETE AFRICAINE DE SACHERIE SARL - SAS SARL,12/06/2015
SACRE COEUR 3 RUE 41 4EME...,http://creationdentreprise.sn/dev-engine-labs-suarl,DEV ENGINE LABS SUARL,12/06/2015
CITE APECSY 1 N°39,http://creationdentreprise.sn/agi-invest-sarl,AGI INVEST SARL,12/06/2015
APECSY 1 N°650,http://creationdentreprise.sn/proconsult-sarl,PROCONSULT SARL,12/06/2015
JAXAAY NIACOURAB PARCELLES...,http://creationdentreprise.sn/nouvelle-entreprise-generale-sarl,NOUVELLE ENTREPRISE GENERALE SARL,11/06/2015
SCAT URBAM GRAND YOFF N°4M,http://creationdentreprise.sn/solutions-techniques-sarl,SOLUTIONS TECHNIQUES SARL,11/06/2015
PARCELLES ASSAINIES UNITE 15...,http://creationdentreprise.sn/netcom-multimedia-sarl,NETCOM MULTIMEDIA SARL,10/06/2015
18 RUE FELIX FAURE,http://creationdentreprise.sn/natural-fodd-suarl,NATURAL FODD SUARL,10/06/2015
PARCELLES ASSAINIES UNITE 16...,http://creationdentreprise.sn/tout-travaux-de-genie-sarl,TOUT TRAVAUX DE GENIE SARL,10/06/2015
CITE AL AMAL PATTE D'OIE...,http://creationdentreprise.sn/global-commerce-consulting-suarl,GLOBAL COMMERCE CONSULTING SUARL,11/06/2015
SCAT URBAM MARISTES 1 LOT I20,http://creationdentreprise.sn/partenaire-africain-pour-linvestissement-et-le-developpement-suarl,PARTENAIRE AFRICAIN POUR L'INVESTISSEMENT ET LE DEVELOPPEMENT SUARL,11/06/2015
YOFF CITE BIAGUI N°5,http://creationdentreprise.sn/agropast-sarl,AGROPAST SARL,17/06/2015
OUAKAM NIAYES VILLA N°273,http://creationdentreprise.sn/cabinet-immobilier-de-dakar,CABINET IMMOBILIER DE DAKAR,16/06/2015
LOT N°5 SODIDA,http://creationdentreprise.sn/flourishing-overseas-sarl,FLOURISHING OVERSEAS SARL,16/06/2015
29 AVENUE PASTEUR,http://creationdentreprise.sn/eti-senegal-sarl-0,ETI SENEGAL -SARL,15/06/2015
34 RUE ST MICHEL IMMEUBLE...,http://creationdentreprise.sn/cape-sarl,C.A.P.E-SARL,19/06/2015
ZONE A 75A,http://creationdentreprise.sn/innovation-capitalisation-expansion-suarl-ice-suarl,INNOVATION CAPITALISATION EXPANSION SUARL - I.C.E. SUARL,19/07/2015
29 AVENUE PASTEUR,http://creationdentreprise.sn/eti-senegal-sarl,ETI SENEGAL SARL,15/07/2015
1 RUE RAMEZ BOURGI,http://creationdentreprise.sn/dakar-real-estate-corporation-sa,DAKAR REAL ESTATE CORPORATION SA,17/06/2015
HLM GRAND YOFF N°18 ZC,http://creationdentreprise.sn/land-investment-company-sarl,LAND INVESTMENT COMPANY SARL,18/06/2015
RTE DE NGOR FACE STADE DE NGOR,http://creationdentreprise.sn/d-consulting-suarl,D - CONSULTING SUARL,17/06/2015
SCAT URBAM VILLA N°T20,http://creationdentreprise.sn/unique-solutions-sasu,UNIQUE SOLUTIONS SASU,16/06/2015
COLOBANE CITE DES DOUANES N°95,http://creationdentreprise.sn/afrikavenir-suarl,AFRIKAVENIR SUARL,11/06/2015
GUEDIAWAYE NOTAIRE N°265,http://creationdentreprise.sn/societe-le-patriote-sarl,SOCIETE LE PATRIOTE SARL,12/06/2015
DIAMNIADIO DOUGAR EXTENSION,http://creationdentreprise.sn/madeinsud-sarl,MADEINSUD SARL,31/03/2015
HANN MARISTES APPT C- 3 /,http://creationdentreprise.sn/bm-global-pvt-ltd-sarl,BM GLOBAL PVT LTD - SARL,29/05/2015
HLM 5 N°2433,http://creationdentreprise.sn/kheweul-transit-suarl,KHEWEUL TRANSIT SUARL,13/04/2015
OUAGOU NIAYES 2 N° 326,http://creationdentreprise.sn/general-dassainissement-et-de-travaux-et-de-services,GENERAL D'ASSAINISSEMENT ET DE TRAVAUX ET DE SERVICES,15/06/2015
SACRE COEUR 3 VILLA N°3478,http://creationdentreprise.sn/societe-civile-immobiliere-dar-debbo-1,SOCIETE CIVILE IMMOBILIERE DAR DEBBO,16/04/2015
SACRE COEUR 3 VILLA N°3478,http://creationdentreprise.sn/societe-civile-immobiliere-dar-debbo,SOCIETE CIVILE IMMOBILIERE DAR DEBBO,16/04/2015
SACRE COEUR 3 VILLA N°3478,http://creationdentreprise.sn/societe-civile-immobiliere-dar-debbo-0,SOCIETE CIVILE IMMOBILIERE DAR DEBBO,16/04/2015
2 AVENUE DE L'...,http://creationdentreprise.sn/imperial-sn-sa,IMPERIAL SN SA,03/06/2015
AZUR 15 BUILDING 12 BOULEVARD...,http://creationdentreprise.sn/africa-corporate-finance-sarl-0,AFRICA CORPORATE FINANCE SARL,15/06/2015
AZUR 15 BUILDING 12 BOULEVARD...,http://creationdentreprise.sn/africa-corporate-finance-sarl,AFRICA CORPORATE FINANCE SARL,15/06/2015
SACRE COEUR 3 VILLA N°9445,http://creationdentreprise.sn/vodonima-technologie-senegal-sarl,VODONIMA TECHNOLOGIE SENEGAL SARL,03/06/2015
N°66 MAMELLES,http://creationdentreprise.sn/xidma-sarl,XIDMA SARL,03/03/2015
GRAND DAKAR N°33,http://creationdentreprise.sn/cda-italia-sarl,CDA ITALIA SARL,27/02/2015
MERMOZ AVENUE CHEIKH ANTA...,http://creationdentreprise.sn/mak2b-suarl,MAK2B SUARL,27/02/2015
KEUR MASSAR QRT 11900 N°131 /,http://creationdentreprise.sn/mamoudou-sall-sarl,MAMOUDOU SALL - SARL,03/06/2015
CITE DU GOLF N°236 /,http://creationdentreprise.sn/hub-business-sarl,HUB BUSINESS - SARL,08/05/2015
LIBERTE 2 VILLA N°1591,http://creationdentreprise.sn/business-developpement-group-sarl,BUSINESS DEVELOPPEMENT GROUP SARL,03/06/2015
21 AVENUE FAIDHERBE,http://creationdentreprise.sn/world-trans-et-logistics-senegal-sarl,WORLD TRANS ET LOGISTICS SENEGAL SARL,04/06/2015
12 BLD DJILY MBAYE AZUR 15...,http://creationdentreprise.sn/big-senegal-sarl,B.I.G SENEGAL SARL,04/06/2015
RTE DE NGOR FACE STADE DE NGOR,http://creationdentreprise.sn/b-mesure-sarl,B - MESURE SARL,03/06/2015
ZONE A VILLA N°75/A,http://creationdentreprise.sn/tamaka-trading-suarl,TAMAKA TRADING SUARL,03/06/2015
KEUR MASSAR PLAN JAXAAY 2...,http://creationdentreprise.sn/tilmakha-services-suarl,TILMAKHA SERVICES SUARL,04/06/2015
MEDINA GOUNASS N°134,http://creationdentreprise.sn/teranga-transit-compagnie-suarl,TERANGA TRANSIT COMPAGNIE SUARL,04/06/2015
SICAP LIBERTE 4 VILLA N° 5072B,http://creationdentreprise.sn/saizonou-et-freres-import-export-sarl,SAIZONOU ET FRERES IMPORT EXPORT SARL,03/06/2015
GRAND YOFF ZONE DE CAPTAGE...,http://creationdentreprise.sn/societe-generale-des-artisans-sarl,SOCIETE GENERALE DES ARTISANS SARL,04/06/2015
CITE SOPRIM PATTE D'OIE...,http://creationdentreprise.sn/groupe-linseye-sarl,GROUPE LINSEYE SARL,04/06/2015
CITE KEUR DAMEL LOT 68 APPT 3D,http://creationdentreprise.sn/matrix-senegal-sarl,MATRIX SENEGAL SARL,29/05/2015
VDN CITE TEYLIUM 3 /,http://creationdentreprise.sn/sci-khadija,SCI KHADIJA,29/05/2015
CICES FOIRE IMMEUBLE N°149,http://creationdentreprise.sn/design-build-contractor-suarl,DESIGN BUILD CONTRACTOR SUARL,04/06/2015
CITE CASTRS DES NIAYES N°67...,http://creationdentreprise.sn/ermanos-sarl,ERMANOS - SARL,04/06/2015
HLM GRAND YOFF VILLA N°1148 /,http://creationdentreprise.sn/innovation-developpement-et-conseil-sarl,INNOVATION DEVELOPPEMENT ET CONSEIL - SARL,04/06/2015
SICAP LIBERTE V VILLA N°5456 /,http://creationdentreprise.sn/espaces-mobiles-creations-suarl,ESPACES-MOBILES-CREATIONS - SUARL,02/06/2015
COLOBANE PARC A MAZOUT VILLA...,http://creationdentreprise.sn/swiss-tex-senegal,SWISS TEX SENEGAL,03/06/2015
ALMADIES ROUTE DU MERIDIEN...,http://creationdentreprise.sn/amar-syndic-gardiennage-suarl,AMAR SYNDIC GARDIENNAGE - SUARL,04/06/2015
LIBERTE 6 N°64 /,http://creationdentreprise.sn/3-domaine-agricole-prive-villageois-sarl,3 A DOMAINE AGRICOLE PRIVE VILLAGEOIS - SARL,04/06/2015
SEBIKOTANE FACE NATIONAL A /,http://creationdentreprise.sn/merkane-senegal-suarl,MERKANE SENEGAL - SUARL,04/06/2015
OUAGOU NIAYES 2 VILLA N° 327,http://creationdentreprise.sn/mateburo-suarl,MATEBURO SUARL,04/06/2015
NGOR PLAGE /,http://creationdentreprise.sn/cherifa-senegal-sarl,CHERIFA-SENEGAL - SARL,04/06/2015
CITE COMICO III VILLA N°06 /,http://creationdentreprise.sn/ramses-sarl,RAMSES - SARL,03/06/2015
QUARTIER GUENDEL II BIS /,http://creationdentreprise.sn/mame-rama-suarl,MAME RAMA - SUARL,03/06/2015
GRAND YOFF SCAT URBAM SUD...,http://creationdentreprise.sn/limane-entreprise-sarl,LIMANE ENTREPRISE SARL,02/06/2015
MOUSDALIFA VILLA N°85 PIKINE,http://creationdentreprise.sn/senegal-assainissement-global-services-sarl,SENEGAL ASSAINISSEMENT GLOBAL SERVICES SARL,02/06/2015
SCAT URBAM 2 LOT C 20,http://creationdentreprise.sn/sope-nabi-distribution-et-services-sarl,SOPE NABI DISTRIBUTION ET SERVICES SARL,02/06/2015
RESIDENCE ZEINA HANN MARISTE...,http://creationdentreprise.sn/hae-yang-international-suarl,HAE YANG INTERNATIONAL SUARL,16/04/2015
SICAP AMITIE 3 N°4373 /,http://creationdentreprise.sn/logics-suarl,LOGICS - SUARL,01/06/2015
SICAP AMITIE 3 N°4373 /,http://creationdentreprise.sn/nemagri-suarl,NEMAGRI - SUARL,01/06/2015
ALMADIE RUE 111 X 96,http://creationdentreprise.sn/etic-transworld-suarl,ETIC TRANSWORLD SUARL,29/05/2015
HLM GRAND MEDINE MOUSDALIFA /,http://creationdentreprise.sn/ba-transports-sarl,BA TRANSPORTS - SARL,01/06/2015
CITE KEUR GORGUI HERMES 3...,http://creationdentreprise.sn/biomed-solution2c-sarl,BIOMED SOLUTION2C SARL,27/05/2015
CITE KEUR GORGUI HERMES 3...,http://creationdentreprise.sn/biomed-solution2c-sarl-0,BIOMED SOLUTION2C SARL,27/05/2015
SICAP LIBERTE 3 VILLA N° 1706,http://creationdentreprise.sn/energie-hydraulique-batiment-et-materiels-de-construction-sarl,ENERGIE HYDRAULIQUE BATIMENT ET MATERIELS DE CONSTRUCTION SARL,19/05/2015
ALMADIES LOT 10 ZONE 15 RTE...,http://creationdentreprise.sn/west-african-russian-industrial-group-sa,WEST AFRICAN & RUSSIAN INDUSTRIAL GROUP SA,02/06/2015
HAMDALLAYE 1 THIAROYE GARE /,http://creationdentreprise.sn/etablissement-sidy-bara-niang-sarl,ETABLISSEMENT SIDY BARA NIANG - SARL,01/06/2015
DAROUKHANE 1 N°128,http://creationdentreprise.sn/transport-arona-sy-suarl,TRANSPORT ARONA SY SUARL,01/06/2015
MAMELLES OUAKAM AEROPORT EN...,http://creationdentreprise.sn/eden-services-sarl,EDEN SERVICES - SARL,01/06/2015
ZONE DE CAPTAGE 1ER ETAGE N°07,http://creationdentreprise.sn/sens-sarl,SENS SARL,01/06/2015
HLM NIMZATH N°2897 /,http://creationdentreprise.sn/societe-civile-immobiliere-lenakad,SOCIETE CIVILE IMMOBILIERE LENAKAD,01/06/2015
CITE CAMILLE BASSE KEUR...,http://creationdentreprise.sn/m2-constructecnic-sarl,M2 CONSTRUCTECNIC SARL,01/06/2015
HLM GRAND MEDINE N°856,http://creationdentreprise.sn/ff-new-solutions-sarl,F&F NEW SOLUTIONS SARL,03/06/2015
SUD FOIRE DERRIERE HOPITAL...,http://creationdentreprise.sn/yavuz-selim-sa,YAVUZ SELIM SA,01/06/2015
"RESIDENCE AYA , LOT N°28...",http://creationdentreprise.sn/batilux-africa-sarl,BATI.LUX AFRICA - SARL,04/06/2015
CITE AMBASSADE DE FRANCE...,http://creationdentreprise.sn/agence-dakaroise-de-services-et-logements-sarl,AGENCE DAKAROISE DE SERVICES ET LOGEMENTS - SARL,01/06/2015
CITE GABON N°123 RUFISQUE,http://creationdentreprise.sn/sahel-agriculture-durable-environnement-et-energie-sarl,SAHEL AGRICULTURE DURABLE ENVIRONNEMENT ET ENERGIE SARL,29/05/2015
CITE PALENE YOFF VILLA N°5 /,http://creationdentreprise.sn/afrivision-communication-agency-sarl,AFRIVISION COMMUNICATION AGENCY - SARL,02/06/2015
KM 9 YARAKH RTE DE RUFISQUE,http://creationdentreprise.sn/trading-cheikh-ngom-company-sarl,TRADING CHEIKH NGOM COMPANY SARL,20/05/2015
MERMOZ ANCIENNE PISTE LOT N°...,http://creationdentreprise.sn/mb-batiment-et-industrie-suarl,MB BATIMENT ET INDUSTRIE - SUARL,01/06/2015
CENTRE COMMERCIAL CENTRAL...,http://creationdentreprise.sn/africa-business-communication-sarl-0,AFRICA BUSINESS COMMUNICATION - SARL,29/05/2015
YOFF APECSY 1 N°58 /,http://creationdentreprise.sn/ressources-constructions-sas,RESSOURCES CONSTRUCTIONS - SAS,29/05/2015
RESIDENCE KHOUMA EN FACE SDE...,http://creationdentreprise.sn/africa-security-corp-sarl,AFRICA SECURITY CORP - SARL,29/05/2015
HLM GRAND MEDINE N°267 /,http://creationdentreprise.sn/african-industry-and-technology-sarl,AFRICAN INDUSTRY AND TECHNOLOGY - SARL,29/05/2015
RUE 17 ANGLE 12 MEDINA /,http://creationdentreprise.sn/senegal-business-company-sarl,SENEGAL BUSINESS COMPANY - SARL,29/05/2015
SACRE CŒUR 1 IMMEUBLE F N°...,http://creationdentreprise.sn/societe-generale-des-travaux-sarl,SOCIETE GENERALE DES TRAVAUX - SARL,29/05/2015
CITE NATIONS UNIES GOLF SUD N...,http://creationdentreprise.sn/etablissement-mamadou-diop-sarl,ETABLISSEMENT MAMADOU DIOP - SARL,29/05/2015
"106 , AVENUE BLAISE DIAGNE /",http://creationdentreprise.sn/general-trading-services-suarl,GENERAL TRADING SERVICES - SUARL,28/05/2015
DIEUPPEUL 3 N°2619 /,http://creationdentreprise.sn/houzdakar-sarl,HOUZDAKAR - SARL,28/05/2015
"5 , RUE CAILLE PLACE KERMEL /",http://creationdentreprise.sn/universal-trade-importexport-sarl,UNIVERSAL TRADE IMPORT/EXPORT - SARL,29/05/2015
YOFF LAYENE RUE SEYDINA ISSA...,http://creationdentreprise.sn/lota-suarl,LOTA - SUARL,29/05/2015
NGOR YOFF 2EME ETAGE /,http://creationdentreprise.sn/saveurs-talents-sarl,SAVEURS & TALENTS - SARL,29/05/2015
COLLÈGE SACRE CŒUR 11/B /,http://creationdentreprise.sn/mario-benjamin-senegal-sa,MARIO & BENJAMIN SENEGAL - SA,28/05/2015
"7 BIS , RUE JEAN MERMOZ /",http://creationdentreprise.sn/cisse-contracting-services-suarl,CISSE CONTRACTING SERVICES - SUARL,28/05/2015
SACRE COEUR 3 VDN VILLA N°...,http://creationdentreprise.sn/sirius-suarl,SIRIUS SUARL,21/05/2015
HANN MARISTES 2 N°12,http://creationdentreprise.sn/societe-civile-immobiliere-mbenguene,SOCIETE CIVILE IMMOBILIERE MBENGUENE,13/05/2015
OUEST FOIRE CITE MAME RHANE...,http://creationdentreprise.sn/afridak-business-international-sarl,AFRIDAK BUSINESS INTERNATIONAL SARL,19/05/2015
FANN ROCADE BEL AIR,http://creationdentreprise.sn/poulsat-senegal-sarl,POULSAT SENEGAL SARL,02/06/2015
RUE DE REIMS,http://creationdentreprise.sn/cap-sienna-sarl,CAP SIENNA SARL,28/05/2015
AVENUE MALICK SY IMMEUBLE...,http://creationdentreprise.sn/megatech-sarl,MEGATECH SARL,07/05/2015
58 RUE SAINT MICHEL,http://creationdentreprise.sn/el-amine-agro-services-sarl-0,EL AMINE AGRO SERVICES SARL,07/05/2015
MARISTES 2 IMMEUBLE S19 3EME...,http://creationdentreprise.sn/cico-distribution-sarl,CICO DISTRIBUTION SARL,06/05/2015
HLM 2 VILLA N°662,http://creationdentreprise.sn/afb-group-suarl,AFB GROUP SUARL,12/05/2015
KM 17 ROUTE DE RUFISQUE,http://creationdentreprise.sn/boiro-co-sarl,BOIRO & CO SARL,12/05/2015
RUE 05 X BLAISE DIAGNE,http://creationdentreprise.sn/societe-civile-immobiliere-niang-immobilier,SOCIETE CIVILE IMMOBILIERE NIANG IMMOBILIER,05/05/2015
HLM GRAND YOFF N°81 ZC,http://creationdentreprise.sn/al-baraka-sarl-0,AL BARAKA SARL,06/05/2015
LIBERTE 6 EXTENSION LOT N°23,http://creationdentreprise.sn/kof-consulting-senegal-suarl-0,KOF CONSULTING SENEGAL SUARL,06/05/2015
65 BOULEVARD DE LA GUEULE...,http://creationdentreprise.sn/nxgn-industries-suarl-0,NXGN INDUSTRIES SUARL,06/05/2015
CITE COMICO VDN N°20,http://creationdentreprise.sn/societe-de-developpement-de-lhabitat-et-de-construction-sarl,SOCIETE DE DEVELOPPEMENT DE L'HABITAT ET DE CONSTRUCTION SARL,06/05/2015
RTE DE L'AEROPORT EN...,http://creationdentreprise.sn/zonubio-canafric-inc-sarl-0,ZONUBIO CANAFRIC INC SARL,08/05/2015
ALMADIES ZONE 9 VILLA N°5,http://creationdentreprise.sn/societe-civile-immobiliere-ydise,SOCIETE CIVILE IMMOBILIERE YDISE,17/01/2007
RUE 37 X BLAISE DIAGNE MEDINA,http://creationdentreprise.sn/xpress-graphic-suarl-0,XPRESS GRAPHIC SUARL,06/05/2015
YOFF APEXI VILLA N°95 BIS,http://creationdentreprise.sn/distripad-senegal-sarl-1,DISTRIPAD SENEGAL SARL,07/05/2015
"AZUR 15 BUILDING 12,BLVD...",http://creationdentreprise.sn/african-industrie-and-commerce-sa,AFRICAN INDUSTRIE AND COMMERCE SA,08/05/2015
BOULEVARD DE L'EST X 2...,http://creationdentreprise.sn/bsk-immo-sarl-0,BSK IMMO SARL,08/05/2015
CITE CLAUDEL N°78,http://creationdentreprise.sn/societe-generale-damenagement-et-de-construction-sarl,SOCIETE GENERALE D'AMENAGEMENT ET DE CONSTRUCTION SARL,06/05/2015
ZONE A 64/A,http://creationdentreprise.sn/linternational-de-transport-et-de-groupage-sarl-0,L'INTERNATIONAL DE TRANSPORT ET DE GROUPAGE SARL,06/05/2015
NGOR ALMADIES N°108 EN FACE...,http://creationdentreprise.sn/orbit-sarl-0,ORBIT SARL,06/05/2015
PARCELLES ASSAINIES UNITE 15...,http://creationdentreprise.sn/iao-senegal-suarl,IAO SENEGAL SUARL,06/05/2015
AMITIE 3 N°4627,http://creationdentreprise.sn/elephant-rouge-sarl-0,ELEPHANT ROUGE SARL,08/05/2015
LIBERTE 6 EXTENSION LOT N°32...,http://creationdentreprise.sn/evasion-travel-tours-sarl-0,EVASION TRAVEL TOURS SARL,08/05/2015
RUE CARNOT X DOCTEUR THESE /...,http://creationdentreprise.sn/atout-route-sarl-0,ATOUT ROUTE SARL,06/05/2015
CITE MIXTA EST FOIRE N°21C11 /,http://creationdentreprise.sn/elis-voyages-sarl-0,ELIS VOYAGES - SARL,08/05/2015
CITE COCHAPEC OUEST FOIRE...,http://creationdentreprise.sn/galaxie-sarl-0,GALAXIE - SARL,07/05/2015
"141 - 143 , AVENUE PRESIDENT...",http://creationdentreprise.sn/univers-du-mobile-multimedia-suarl-0,UNIVERS DU MOBILE MULTIMEDIA - SUARL,07/05/2015
SACRE COEUR 3 VILLA N°8869,http://creationdentreprise.sn/dabaddo-senegal-sarl-0,DABADDO SENEGAL SARL,05/05/2015
SICAP AMITIE II VILLA N°4167,http://creationdentreprise.sn/al-makhtoum-sarl-0,AL MAKHTOUM - SARL,06/05/2015
YOFF OUEST FOIRE LOT N°6988/N7,http://creationdentreprise.sn/entreprise-industrielle-logistique-transport-sarl,ENTREPRISE INDUSTRIELLE LOGISTIQUE TRANSPORT SARL,29/04/2015
SODIDA LOT N°106,http://creationdentreprise.sn/general-services-suarl-0,GENERAL SERVICES SUARL,06/05/2015
KM 12 RTE DE RUFISQUE...,http://creationdentreprise.sn/daraay-coki-services-sarl,DARAAY COKI SERVICES SARL,08/05/2015
"10 , BLD DE L'EST X RUE...",http://creationdentreprise.sn/agrisana-africa-sarl-0,AGRISANA AFRICA - SARL,05/05/2015
HANN MARISTES 2 VILLA N°R221,http://creationdentreprise.sn/cdk-consulting-sarl,CDK CONSULTING SARL,17/04/2015
PARCELLES ASSAINIES UNITE 05...,http://creationdentreprise.sn/diallo-ibrahima-anne-mamadou-sarl,DIALLO-IBRAHIMA-ANNE-MAMADOU -SARL,05/05/2015
HLM 2 VILLA N°487,http://creationdentreprise.sn/deprocias-sarl,DE.PRO.C.I.A.S SARL,15/04/2015
GOLF NORD IMMEUBLE 60,http://creationdentreprise.sn/generale-de-commerce-et-dentreprises-suarl-0,GENERALE DE COMMERCE ET D'ENTREPRISES SUARL,15/04/2015
GOLF NORD IMMEUBLE 60,http://creationdentreprise.sn/generale-de-commerce-et-dentreprises-suarl,GENERALE DE COMMERCE ET D'ENTREPRISES SUARL,15/04/2015
NDOUKHOURA PEULH /,http://creationdentreprise.sn/societe-industrielle-agro-alimentaire-sarl,SOCIETE INDUSTRIELLE AGRO - ALIMENTAIRE - SARL,05/05/2015
SACRE COEUR 3 VILLA N°8437,http://creationdentreprise.sn/teyssir-co-sarl,TEYSSIR & CO SARL,10/04/2015
RUE 34 X 41 COLOBANE,http://creationdentreprise.sn/dakar-vitrail-suarl,DAKAR VITRAIL SUARL,16/04/2015
AVENUE EMILE BADIANE ANGLE...,http://creationdentreprise.sn/africa-zone-trading-suarl-0,AFRICA ZONE TRADING - SUARL,05/05/2015
SACRE COEUR 3 VILLA N°150A,http://creationdentreprise.sn/top-ressources-humaines-sarl,TOP RESSOURCES HUMAINES SARL,17/04/2015
100 VILLA N°17491/DG /,http://creationdentreprise.sn/ihsaane-voyages-sarl,IHSAANE VOYAGES - SARL,07/05/2015
14 AVENUE DJILY MBAYE,http://creationdentreprise.sn/societe-civile-immobiliere-sayegh-ezzedine,SOCIETE CIVILE IMMOBILIERE SAYEGH EZZEDINE,17/04/2015
"92 , RUE BAYEUX /",http://creationdentreprise.sn/reellestravaux-et-services-sarl,REELLES/TRAVAUX ET SERVICES - SARL,06/05/2015
DOUGAR 2-2 DERRIERE LE DEPOT...,http://creationdentreprise.sn/touba-prefa-tout-pour-le-batiment-sarl,TOUBA PREFA TOUT POUR LE BATIMENT SARL,17/04/2015
65 HANN VILLAGE,http://creationdentreprise.sn/senegalo-guineenne-de-voyages-et-de-tourisme-suarl,SENEGALO-GUINEENNE DE VOYAGES ET DE TOURISME SUARL,16/04/2015
SCAT URBAM MARISTES ILOT P,http://creationdentreprise.sn/comptoir-commercial-bois-et-acier-sarl,COMPTOIR COMMERCIAL BOIS ET ACIER SARL,16/04/2015
CITE KEUR GORGUI N°A- AD 57 /,http://creationdentreprise.sn/sodesplat-sarl,SODESPLAT - SARL,12/05/2015
RUFISQUE OUEST AUTOROUTE A...,http://creationdentreprise.sn/sedima-abattoirs-sa,SEDIMA ABATTOIRS SA,15/04/2015
LIBERTE 6 EXTENSION N°04 /,http://creationdentreprise.sn/senegalaise-de-travaux-dequipement-sarl,SENEGALAISE DE TRAVAUX & D'EQUIPEMENT - SARL,12/05/2015
LIBERTE 6 EXTENSION ESPACE...,http://creationdentreprise.sn/batir-senegal-sarl,BATIR SENEGAL SARL,20/04/2015
"77 , RUE AMADOU ASSANE NDOYE...",http://creationdentreprise.sn/societe-agro-pastorale-du-senegal-sarl,SOCIETE AGRO PASTORALE DU SENEGAL - SARL,06/05/2015
SCAT URBAM HANN MARISTES...,http://creationdentreprise.sn/action-pour-le-developpement-numerique-du-senegal-suarl,ACTION POUR LE DEVELOPPEMENT NUMERIQUE DU SENEGAL - SUARL,12/05/2015
LIBERTE 6 EXTENSION VILLA N°...,http://creationdentreprise.sn/bencome-sarl,BENCOME SARL,16/04/2015
ZONE 12 ALMADIES ROUTE DE L...,http://creationdentreprise.sn/dakar-les-almadies-business-centre-sarl,DAKAR LES ALMADIES BUSINESS CENTRE - SARL,12/05/2015
